As,Au,Co,Cu,Fe,Hg,Mn,Mo,Ni,U,Zn,x,y
4,13,6,15,2.0999999,144,565,6,13,1,36,482971.2783,6162122.99
2,4,16,47,2.5,58,470,-2,51,4,106,482971.4255,6148322.936
3,3,10,34,2.8499999,46,340,-2,27,3.4000001,92,482971.61,6156522.949
2,5,14,46,2.4000001,57,600,3,34,3.20000005,108,483070.8408,6197222.775
1,0,42,12,17,50,5450,4,21,6,170,483072.0796,6241311.899
5,7,8,23,1.25,40,170,3,22,3.0999999,74,483171.2585,6236322.717
1,5,12,115,2.75,66,425,2,42,4.4000001,174,483171.4123,6143423.131
4,1,7,14,1.35000002,16,170,-2,14,0.2,36,483171.5555,6134323.171
2,3,15,28,3.1500001,20,550,2,33,4.30000019,96,483271.2673,6199922.116
2,-1,13,55,3.25,78,585,3,46,4.4000001,114,483371.3996,6141922.176
2,4,10,22,2.6500001,20,340,-2,24,3.20000005,96,483371.3998,6203222.879
-1,0,8,27,2.5999999,135,705,3,12,3.9000001,85,483371.9118,6250470.294
2,2,15,33,3.70000005,-10,600,2,37,1.60000002,112,483471.1743,6192222.815
2,5,5,9,3.04999995,64,160,2,8,1.60000002,100,483571.2308,6237421.99
1,0,11,14,6,72,425,2,14,2.79999995,75,483637.9894,6256599.989
6,0,26,75,1.39999998,28,360,2,52,0.5,146,483671.0905,6137723.442
2,5,14,37,3.5,46,820,3,36,4.80000019,100,483771.3309,6159022.916
7,10,5,29,1.54999995,100,140,2,11,7.9000001,58,483771.3651,6183622.811
2,6,8,43,4.69999981,40,450,2,17,7.30000019,110,483871.0202,6189022.612
-1,0,9,24,5.80000019,81,390,2,16,2.5,87,484064.9094,6254221.877
6,8,12,26,2.9000001,58,360,4,16,6.19999981,78,484371.233,6176222.914
3,1,5,19,2,14,660,-2,12,3.0999999,72,484771.1429,6226222.64
-1,0,15,20,6.9000001,63,755,3,13,4.0999999,130,484785.6153,6259167.029
2,-1,6,17,1.95000005,16,330,2,14,5,58,484971.3768,6174322.144
2,3,3,10,0.51999998,22,110,3,15,1.5,26,485171.0848,6127422.827
2,4,4,8,1.75,24,285,2,4,2.5999999,56,485171.2461,6242623.12
2,0,4,16,1.5,52,230,2,13,3.9000001,60,485171.2604,6237622.073
3,0,13,16,3.95000005,132,1350,3,24,1,64,485371.4295,6168622.619
3,31,10,36,2.70000005,410,285,2,25,4,92,485470.9777,6213222.232
1,-1,13,27,3.25,20,500,-2,33,3.5999999,96,485471.2998,6197921.939
2,12,22,37,14.5,144,1950,5,17,3.70000005,164,485570.7422,6244822.319
1,0,13,29,3.0999999,-10,525,3,32,1.79999995,94,485771.0435,6200522.008
1,2,15,32,3.1500001,14,660,3,38,3.20000005,120,485871.1568,6204022.056
2,5,13,67,2.25,50,435,3,46,2.70000005,132,485871.2771,6141422.687
1,6,17,53,2.5999999,70,620,3,34,3.5999999,116,485871.4063,6144822.615
2,-1,12,23,3.54999995,32,570,4,26,3.5,114,485971.346,6183422.61
-1,6,9,19,2.0999999,46,285,2,16,3.5,74,486071.0533,6211621.955
3,7,26,36,5.6500001,40,3750,5,54,5.80000019,164,486071.0856,6158523.142
1,2,15,28,3.04999995,27,550,2,38,2.9000001,120,486071.1465,6193622.735
3,-1,12,28,2.45000005,120,395,2,30,3,84,486171.0242,6165222.286
2,-1,11,16,7.19999981,24,535,2,12,4.5999999,120,486211.8828,6263606.872
1,8,8,30,2.3499999,61,450,3,27,4.19999981,80,486471.1354,6163722.258
1,5,11,42,2.3499999,66,395,-2,42,4,94,486471.4886,6147023.188
2,-1,4,4,1.25,16,560,2,5,0.60000002,22,486571.5326,6171822.857
-1,4,8,16,1.25,32,180,2,17,2.20000005,76,486671.3161,6153922.673
2,30,9,52,3.79999995,390,435,3,28,3.5,106,486770.9802,6217421.948
4,3,11,56,1.04999995,28,310,-2,25,0.5,64,486771.1673,6137522.859
-1,-1,15,32,3.5999999,108,2000,3,38,2.5,116,486871.1907,6207221.922
4,14,10,22,1.95000005,176,220,2,25,3,68,486971.2174,6162022.444
-1,0,8,25,1.29999995,104,255,2,15,7.9000001,57,487069.6471,6251569.163
4,8,36,28,10,48,21500,4,44,0.2,130,487170.8964,6228622.059
2,27,8,32,2.9000001,370,330,2,22,2,94,487271.3951,6219822.364
0,0,19,37,11,68,2750,4,20,4,240,487306.8931,6259140.962
2,2,5,10,1.45000005,14,585,-2,16,1.60000002,60,487371.5445,6162322.869
-1,0,14,21,12,54,6300,2,12,3.0999999,100,487447.9229,6257449.717
5,4,14,27,3.1500001,23,1050,3,28,6.80000019,98,487471.1302,6178622.427
1,-1,14,22,22.5,90,950,10,11,2,132,487471.1469,6239022.774
3,-1,14,28,2.95000005,28,1100,-2,43,2.79999995,106,487471.3586,6231022.04
2,5,26,32,7.9000001,40,1650,3,19,2,80,487471.3904,6150923.051
0,0,10,31,17,86,1090,4,14,7.0999999,120,487730.7202,6248173.423
2,4,42,40,6.05000019,34,8000,4,37,5.4000001,300,487770.9155,6185922.485
-1,10,12,30,2.5,100,480,2,27,3.20000005,106,487871.1207,6189721.853
3,-1,21,48,10,54,1850,5,38,4,116,488371.4747,6225422.03
2,-4,12,44,2.0999999,54,440,3,25,7.30000019,96,488571.2891,6183122.347
5,10,8,27,16.5,78,1150,5,15,1.89999998,90,488770.7254,6242022.011
4,2,12,21,2.3499999,20,210,-2,28,1.5,42,488771.0651,6165622.159
-1,6,9,17,2.54999995,40,350,2,15,1.5,66,488771.2134,6211322.41
1,9,15,41,6,85,685,3,25,4.5,100,488771.4686,6222622.83
-1,-1,3,23,0.80000001,24,280,-2,8,1.70000005,60,488817.5678,6265800.646
3,-1,10,25,2.95000005,52,525,-2,18,0.5,82,488971.0928,6217121.784
4,8,12,30,7.1500001,58,2250,5,18,5.19999981,114,488971.3161,6237522.52
-1,5,2,32,3.0999999,38,5950,3,13,1.5,84,488971.3424,6227622.031
5,6,49,63,4.4000001,46,2250,6,82,4,200,488971.5723,6146622.158
-1,4,9,23,2.25,27,390,-2,23,4.5,94,489071.2977,6189222.292
3,-1,46,27,9.89999962,33,1300,2,28,18,170,489088.4918,6268082.93
1,-1,7,11,3.5,40,285,4,7,2,36,489171.1704,6244822.56
4,6,11,27,3.45000005,23,510,3,24,5.0999999,94,489171.2699,6178022.447
2,4,18,28,2.45000005,26,1250,-2,32,4.19999981,116,489171.2726,6162222.32
2,6,15,33,3.95000005,76,435,3,32,4,108,489171.2918,6203922.219
1,9,12,37,2.54999995,104,435,2,25,3.29999995,96,489171.3598,6158422.87
4,4,5,38,1.25,51,335,-2,21,0.2,64,489371.5087,6134922.585
1,-1,6,38,3.04999995,42,305,2,13,5.69999981,66,489371.5297,6154622.915
2,6,16,24,2.25,58,655,2,38,2,94,489471.2356,6161723.003
4,11,38,35,4.25,120,1400,3,16,9.5,116,489571.3137,6193021.846
4,7,21,34,3.0999999,46,395,3,49,3.79999995,90,489771.6485,6139622.413
-1,6,10,27,3.79999995,38,490,3,24,2,96,489871.143,6207522.136
10,5,12,34,3.5999999,36,1150,5,33,4.5999999,124,489970.956,6171122.609
-1,-1,17,26,3.8499999,32,715,-2,33,1,106,490070.8882,6200822.64
1,3,50,23,11.5,26,1950,6,26,1.20000005,134,490071.0912,6150822.954
3,-1,5,33,5.05000019,90,275,3,11,5,68,490170.9333,6248722.574
4,13,21,27,6.25,144,950,6,13,5.5,74,490171.2783,6196622.03
1,-1,5,4,2.1500001,-10,320,2,3,1,26,490171.4194,6232722.368
-1,-1,6,21,1.64999998,30,310,2,15,4.69999981,76,490271.081,6187022.46
3,4,5,33,0.55000001,36,215,3,42,1.5,62,490271.2115,6131222.449
4,-2,12,43,1.04999995,52,160,3,27,0.5,96,490370.9431,6215221.873
4,7,12,42,2.8499999,43,360,2,44,1,82,490371.6243,6137122.722
1,-1,16,23,18.5,84,20000,2,16,0.2,94,490470.9329,6251722.658
4,6,9,20,3.1500001,30,775,3,22,2.79999995,74,490471.4843,6168822.194
4,7,41,96,2.75,42,1150,5,140,8.5,166,490571.2019,6145122.737
9,6,17,43,2.75,58,880,2,58,6.5999999,106,490571.2125,6175122.233
2,4,11,22,3.25,36,640,2,20,2.29999995,72,490771.3448,6165122.22
1,-1,5,10,1.20000005,16,440,-2,8,3.20000005,35,490807.8131,6262340.835
-1,0,7,13,3.0999999,54,450,-2,8,3.5999999,59,491031.7217,6256967.432
3,4,7,27,11,38,1150,4,12,1.70000005,88,491171.002,6234422.047
3,7,26,19,8.39999962,55,1150,2,17,9.89999962,170,491413.2149,6272913.987
3,1,14,27,2.6500001,14,2000,-2,36,6.19999981,110,491671.4607,6178922.876
2,5,13,48,2.5,46,405,5,55,2.79999995,90,491771.192,6141122.871
7,9,18,32,2.1500001,86,320,2,29,64,114,491771.2373,6190222.475
3,2,13,27,3.1500001,17,935,2,30,5.4000001,100,491971.239,6182222.17
-1,0,10,34,2.4000001,81,700,2,18,6,82,492031.6734,6253779.772
2,5,3,24,4.1500001,62,240,2,10,2,60,492070.8904,6259322.916
5,10,8,22,2.5,104,230,2,15,3.5999999,56,492070.9264,6242622.397
1,5,7,14,3.4000001,54,200,2,8,1.5,50,492171.2692,6227721.936
5,-1,4,33,3,58,150,3,9,1,78,492470.9657,6249622.875
3,-1,5,27,2.45000005,118,395,2,15,2.79999995,66,492570.8029,6237722.939
3,8,17,28,3.5,70,470,3,33,6,114,492571.1894,6200422.559
3,9,11,41,2.5999999,108,340,5,20,3,94,492771.4472,6213722.436
4,10,41,29,4.4000001,90,1050,4,14,1,104,492870.8776,6218122.012
4,9,61,50,4.55000019,68,855,4,43,2.79999995,76,492871.0329,6147522.28
4,6,10,21,1.20000005,36,475,-2,28,1,86,492871.4233,6133622.501
1,6,10,12,2,44,415,2,17,2,56,492970.9292,6192722.329
3,5,5,62,1.5,54,180,3,31,5.19999981,76,492971.3172,6153723.167
-1,18,2,40,2.0999999,255,230,3,14,6,64,492971.3401,6231622.758
4,-1,16,36,3.5,60,560,-2,34,2.79999995,122,493071.0388,6157322.136
2,4,34,24,3,34,490,-2,61,4,106,493071.518,6176421.891
-1,-1,13,22,4.0999999,48,690,2,13,3,120,493071.9113,6264316.801
3,-1,13,76,4,54,545,5,31,5.4000001,106,493171.3168,6152022.346
3,6,9,31,2.70000005,42,285,3,27,2,140,493370.985,6207622.213
2,6,6,24,2.70000005,52,395,2,12,1.5,70,493371.0462,6221422.438
4,11,21,45,5.25,98,885,3,33,5.5,134,493371.391,6204222.12
2,5,9,21,3,24,835,-2,23,2.5,70,493371.4981,6172122.189
2,-1,14,28,3.75,36,570,-2,33,2.4000001,106,493371.5965,6161723.115
1,-1,4,6,0.89999998,-10,210,2,7,1,24,493571.2305,6185721.97
25,-1,11,24,27,22,1350,10,10,3.5999999,110,493573.2891,6271267.439
5,6,22,24,8,54,8050,2,17,0.2,104,493671.3162,6209621.829
-1,-3,5,17,3.0999999,22,285,-2,10,1.70000005,87,493787.6528,6266582.01
2,5,17,23,3.54999995,54,525,2,34,1.5,114,493871.4451,6197322.008
6,11,7,44,3.25,130,395,2,17,2.0999999,94,493971.3041,6244822.082
2,5,22,57,3.04999995,68,560,2,68,5,124,493971.5335,6144223.169
5,-1,3,20,10,30,250,3,19,3.5,84,494271.0543,6256422.005
-1,-1,10,19,9.19999981,56,995,2,7,2.5999999,120,494521.7505,6262115.209
4,5,7,52,4,41,1150,2,22,3.0999999,90,494570.8878,6235021.921
4,9,8,25,2.95000005,84,330,2,16,2,78,494571.0534,6223822.69
4,4,15,58,2.79999995,43,740,2,43,1,96,494571.5662,6136722.867
1,-1,6,26,4.80000019,66,800,-2,15,3.0999999,120,494666.9169,6268999.648
1,5,3,36,1.79999995,58,130,3,9,1.29999995,36,494770.8797,6250722.311
6,3,10,21,4.05000019,30,1150,2,20,1.60000002,74,494771.1521,6168722.537
2,8,4,33,4.4000001,70,490,2,16,7,90,495470.6319,6259422.612
3,-1,9,30,6.4000001,144,500,3,13,2.79999995,70,495471.1593,6252821.916
2,-1,14,29,3.6500001,30,435,-2,35,2.5999999,116,495471.5987,6162822.199
-1,-1,49,92,3.25,46,1550,4,121,3.20000005,250,495571.1306,6158422.926
4,-1,11,26,2.79999995,42,605,2,22,2.4000001,80,495571.3789,6166222.04
1,8,8,17,3.5,70,395,2,15,2,118,495671.2473,6218422.191
9,-1,10,79,7.5999999,120,695,16,16,16.89999962,190,495700.1197,6276655.432
-1,-1,4,12,1.95000005,90,80,2,4,3.4000001,24,495771.1871,6249222.158
2,5,5,18,4.4000001,50,360,-2,20,4,106,495970.991,6263623.001
-1,5,3,8,2.0999999,22,210,2,8,2,36,495971.0488,6232422.533
2,-1,7,6,1.60000002,20,1000,-2,5,0.2,26,496070.9539,6168822.444
1,-1,11,15,3.29999995,54,1250,2,14,2.5,98,496171.0056,6215321.975
3,7,25,27,4.4000001,54,1700,3,19,4,140,496171.0256,6209722.421
-1,7,14,23,3.5,66,405,2,24,5,98,496171.1557,6204222.133
-1,8,16,26,5.4000001,85,1150,3,31,4,120,496271.1592,6207322.698
-1,-1,3,6,1.54999995,10,430,-2,5,1.79999995,26,496370.9116,6179422.813
2,0,7,21,2.75,64,330,3,15,1,64,496371.0931,6226022.413
4,6,15,31,1.75,64,330,-2,47,0.2,90,496371.2001,6133522.648
-1,6,3,3,0.89999998,-10,310,24,3,1.29999995,16,496371.3575,6183022.057
1,4,9,22,2.5,19,575,2,24,2.70000005,66,496371.4192,6145422.485
3,6,3,24,4.25,76,305,2,15,4,84,496570.4656,6266122.555
3,7,13,58,5.94999981,70,680,4,39,4.0999999,156,496570.8735,6237622.199
2,5,9,18,2.25,54,285,2,21,4,66,496571.0588,6186622.31
4,-1,11,41,13,52,1200,4,19,2.20000005,96,496571.1203,6246522.259
6,0,7,75,1.39999998,32,465,-2,19,0.5,100,496571.307,6139723.277
-1,5,16,37,2.4000001,28,370,2,56,4.0999999,100,496571.4223,6150522.69
-1,-1,6,8,1.20000005,-10,320,-2,8,1.10000002,28,496571.4621,6148122.187
1,-1,18,34,13,48,195,4,14,3.20000005,170,496949.6935,6264912.315
-1,-2,-2,8,0.34999999,44,30,2,3,2.79999995,12,496971.2321,6242622.888
3,5,6,21,1.60000002,64,230,2,13,2,62,496971.2477,6228422.548
1,5,33,84,4.6500001,44,625,3,112,4.30000019,230,497071.0927,6154322.87
4,8,13,49,1.45000005,68,660,-2,28,0.2,90,497071.2767,6137322.669
4,-1,17,32,3.54999995,58,450,2,38,8,110,497170.9471,6190021.991
3,7,16,33,4,86,380,4,34,8.5,118,497170.9644,6199722.69
5,9,11,20,3,84,395,2,17,2,96,497171.2801,6221222.453
6,31,12,53,13,410,1350,3,26,2.5,114,497371.12,6255622.003
3,5,8,48,1.54999995,34,450,2,34,2.29999995,106,497471.1569,6171922.002
6,-1,20,38,2.9000001,156,600,3,44,47,140,497571.0358,6193522.048
1,-1,6,14,0.80000001,30,240,-2,4,3.0999999,90,497614.3563,6279514.757
2,-1,9,14,1.85000002,44,285,3,21,7.5,72,497970.9688,6196722.77
3,8,5,32,1.85000002,56,220,3,17,2,74,497971.2375,6236022.98
1,3,8,20,2.25,20,635,3,22,2.5,60,498171.4793,6176622.659
-1,-1,7,34,4,65,540,2,10,4.5,110,498322.679,6263027.077
3,0,14,27,11,62,850,2,13,3.5,70,498670.7635,6266423.104
2,7,14,11,2.70000005,100,405,2,9,4.30000019,77,498821.9698,6284572.501
1,-1,7,14,2.5,70,235,2,9,1.79999995,110,498870.5693,6274038.641
3,7,21,53,2.25,86,750,5,42,2,106,498971.1719,6237222.515
4,0,8,27,2.1500001,70,230,3,21,1.5,78,498971.4922,6227823.084
-1,6,5,18,1,42,80,3,11,1.60000002,40,499370.8928,6269023.239
13,13,12,66,11,108,1050,3,23,4,130,499371.1038,6255422.009
6,0,16,86,3.0999999,64,1000,2,39,3,126,499371.2585,6141722.981
2,-1,7,15,3.0999999,40,260,2,7,3.29999995,110,499426.3185,6276804.73
5,-1,10,27,2,42,460,2,20,4,76,499471.2996,6224822.265
1,3,10,22,3.70000005,38,600,2,23,5.5,100,499571.3904,6206522.002
4,0,57,52,8.25,56,2500,2,15,0.2,76,499671.0081,6137523.244
11,9,8,22,3.6500001,64,285,2,11,0.5,76,499770.9653,6232422.916
2,8,15,28,3.0999999,92,435,2,32,7,110,499771.2933,6200322.836
-1,3,11,25,2.3499999,10,340,-2,28,1.60000002,74,499771.5795,6147922.807
2,9,41,33,21.5,104,3050,3,42,2.4000001,150,499971.1347,6245921.808
4,-1,5,42,0.60000002,70,110,2,23,4.5,96,500071.0053,6252921.871
-1,-2,18,55,2.04999995,28,340,3,61,2.20000005,114,500171.2007,6158522.925
-1,-1,8,16,1.39999998,32,150,-2,17,4.5,46,500171.3655,6192422.816
-1,4,5,22,3,36,170,2,8,2.0999999,70,500270.7229,6274223.25
2,8,5,58,1.14999998,98,130,2,24,13,74,500371.1979,6189821.839
5,4,10,32,2.1500001,27,265,2,25,1,70,500371.2065,6129622.676
-1,3,6,24,1,34,200,3,28,3.4000001,66,500371.3205,6175522.724
2,5,22,85,3.54999995,10,1650,3,148,5.80000019,96,500470.9786,6166922.054
-1,5,10,15,2.1500001,54,320,-2,18,6,64,500471.0502,6203322.188
1,-1,12,17,2.3499999,32,415,3,26,2,70,500471.1804,6196822.404
2,10,33,54,3.0999999,124,630,4,110,2.5,160,500571.1823,6179022.928
-1,22,5,20,3.20000005,280,340,2,14,3,66,500571.4253,6235422.508
-1,5,15,28,3,30,560,2,39,3,104,500571.4514,6172822.782
2,7,8,25,1.60000002,68,150,2,19,0.5,66,500771.0151,6143923.123
5,10,26,33,5.4000001,93,1500,5,16,3,84,500771.069,6221222.584
1,-1,3,12,2.20000005,30,320,2,12,0.2,58,500771.184,6210421.983
-1,-1,11,24,3.0999999,90,595,2,13,1.39999998,96,500870.6879,6260122.545
2,6,16,28,3.4000001,44,500,-2,39,5.5,96,500870.9096,6186222.613
5,13,80,60,3.25,152,910,3,280,5.5,146,500871.1018,6182322.851
-1,4,13,30,3.1500001,19,460,-2,41,2.9000001,106,500871.391,6151122.32
3,4,17,50,2.95000005,47,600,-2,53,3.4000001,106,500871.5242,6165622.233
1,2,14,31,3.04999995,19,420,2,43,3.20000005,138,500971.1788,6153922.352
3,-1,22,51,9.30000019,42,1850,3,23,2.70000005,94,501371.0469,6248722.517
4,0,5,18,1,84,170,-2,19,3.5,44,501371.2556,6242522.805
5,5,10,33,1.85000002,34,570,3,23,2,50,501371.6243,6133323.195
9,0,9,14,16.5,31,3300,2,8,3.5,130,501427.3253,6284740.342
-1,-1,8,24,1.89999998,42,450,3,11,1.70000005,68,501470.6059,6263222.709
-1,1,2,6,0.5,-10,120,-2,6,0.2,20,501471.0897,6161322.1
1,4,4,14,1.10000002,46,240,3,12,0.2,54,501571.0187,6214322.165
3,2,7,11,1.75,12,680,-2,9,0.2,36,501571.0448,6125523.164
1,-1,9,19,4,46,650,3,22,3,104,501771.4171,6218922.307
2,6,7,33,2.9000001,43,370,3,15,1.5,46,502071.0416,6142822.917
3,-1,18,72,2.25,88,775,3,33,3,80,502171.1472,6141322.823
2,6,8,28,2.5999999,58,340,2,19,13.5,92,502371.3553,6210222.249
-1,4,7,25,1.85000002,18,470,3,11,1.5,66,502570.5079,6275422.878
-1,5,5,18,1,32,285,2,7,1,36,502570.627,6264722.627
1,-4,48,34,7.19999981,30,2000,-2,35,1.5,88,502571.2636,6182322.443
1,-1,12,24,4.4000001,28,650,3,25,7,108,502571.2686,6208322.481
-1,0,5,18,0.94,21,205,2,6,1.39999998,140,502650.9932,6287897.853
1,5,11,30,2.3499999,47,380,-2,32,2.9000001,82,502671.4048,6171622.742
2,4,19,36,3.95000005,54,975,3,43,10,120,502770.9493,6197422.093
3,4,14,25,4.4000001,38,370,3,27,3,108,502771.1041,6228821.997
1,4,13,40,2.6500001,37,370,3,45,3.20000005,94,502871.1407,6170022.485
5,9,7,19,1.5,90,330,-2,15,1.5,58,502871.302,6233821.808
-1,4,7,28,2.25,36,340,3,15,1.60000002,66,503070.4452,6278022.377
-1,3,7,23,2.1500001,36,180,2,11,1.10000002,70,503070.6503,6280122.86
-1,3,18,28,3.25,56,680,-2,40,7.5,102,503070.9525,6189522.446
-1,0,11,46,5.0999999,54,360,5,21,2.9000001,96,503370.7847,6256022.098
5,9,17,33,3.8499999,118,425,3,22,2.4000001,70,503370.8993,6246022.295
7,6,11,33,2.5,54,700,3,19,9.60000038,102,503371.4821,6130523.208
-1,12,7,28,2.4000001,132,720,3,21,3.5,94,503471.1251,6237622.183
2,-1,5,47,3.9000001,148,470,2,23,3.5,102,503670.882,6249222.601
2,2,6,12,2.70000005,25,610,2,14,0.5,64,503770.9685,6213622.377
3,5,8,42,2.45000005,38,880,7,18,4.4000001,94,503771.0105,6241522.562
22,8,8,48,1.95000005,27,760,4,26,0.69999999,74,503771.5553,6134623.382
-1,0,6,20,1.24000001,41,275,-2,16,0.60000002,78,503862.4818,6281514.954
-1,10,10,24,4.80000019,96,640,2,9,2.4000001,110,503870.6802,6271722.944
4,5,65,57,4.3499999,47,750,-2,105,2.5,200,503871.244,6179622.318
2,8,13,79,4.3499999,58,1000,3,31,3.0999999,106,503871.3081,6146522.197
2,4,9,17,3,22,935,2,27,1.5,152,503971.1606,6158322.181
1,-1,19,42,3.54999995,98,600,3,46,16.5,126,503971.3065,6200322.365
2,4,9,19,2.25,19,610,2,28,2.5,136,504071.3408,6155722.562
-1,3,4,20,1.10000002,20,220,-2,13,2.9000001,42,504171.0021,6259622.592
2,4,8,40,2.3499999,44,330,-2,26,2,90,504171.0791,6175222.045
-1,-1,5,19,2.4000001,54,160,2,16,0.60000002,46,504271.0532,6252222.821
-1,5,3,23,3.29999995,74,200,2,11,1.5,58,504370.7064,6267022.755
2,4,10,32,3.4000001,30,555,-2,24,2,90,504370.8921,6224222.198
3,-1,7,18,2.79999995,38,380,2,18,1,76,504371.3329,6217722.171
2,16,18,43,1.85000002,186,450,3,26,5.5,128,504471.298,6186122.469
1,-1,18,22,3.5999999,66,845,3,31,6,110,504670.9946,6204722.717
2,-1,19,38,5.75,80,1750,4,41,13.5,160,504671.0573,6194321.904
-1,0,4,12,2.08999991,15,720,2,7,2.5,70,504691.3417,6289071.871
1,2,14,17,3.9000001,34,580,-2,20,2,88,504771.3843,6220422.782
5,-1,12,28,2.4000001,58,380,4,19,2,106,504871.0461,6232722.852
-1,5,6,50,7.19999981,42,760,4,15,2.4000001,86,504971.078,6151323.144
-1,5,10,31,2.5,34,400,2,31,2.9000001,100,504971.3419,6161021.975
-1,6,21,47,3,40,575,4,36,2.9000001,118,504971.4324,6166422.977
1,0,7,22,6.30000019,62,585,6,14,4.5999999,96,505036.2043,6292605.452
4,5,10,41,2.75,24,415,4,25,2,84,505371.5077,6136923.189
-1,0,5,33,1.79999995,41,315,-2,11,1.5,130,505625.9735,6287305.369
0,-1,14,15,3.9000001,30,760,2,20,3,88,505771.0432,6220822.496
1,2,6,20,3.0999999,16,500,2,18,3.5,88,505871.4134,6215622.622
-1,-1,5,22,3.5999999,315,370,3,15,3,82,505971.4612,6239622.919
3,-1,2,19,0.5,12,265,6,5,0.2,20,506071.2357,6127622.655
-1,-1,16,14,5.44999981,30,1450,2,21,0.60000002,90,506171.2152,6250722.499
4,-1,6,33,3,46,640,3,22,4,86,506171.3453,6236222.843
-1,-1,12,18,4,100,1150,3,20,3,96,506171.3817,6241722.426
2,3,11,54,2.29999995,43,250,-2,20,4.5,80,506271.1527,6146322.422
1,5,9,30,3.20000005,38,555,2,24,5.5,96,506371.1512,6225622.726
-1,3,6,17,11.5,38,580,2,6,1.39999998,86,506371.1574,6264022.189
-1,-1,5,58,4.0999999,80,595,4,12,2.5,82,506470.8679,6274222.691
10,-1,10,36,1.25,30,200,3,24,12.39999962,92,506471.2467,6196221.88
1,-1,6,25,2.54999995,52,240,2,20,2.79999995,58,506671.2602,6259522.342
5,7,9,25,3.4000001,42,545,3,25,3,106,506671.4141,6212222.444
-1,2,9,17,3.45000005,30,750,3,7,0.2,86,506770.1961,6281422.973
0,-1,6,15,3,34,370,-2,15,3,88,506771.0969,6231022.513
2,6,15,23,4.9000001,38,860,3,21,8,116,506771.1246,6209422.278
8,6,11,31,3.75,46,585,4,16,45.59999847,106,506771.2158,6204222.49
6,9,26,49,10.35000038,80,28500,2,43,0.2,166,506871.2139,6189221.897
4,8,8,58,3.75,88,960,3,14,16.5,144,506871.4097,6150222.842
8,8,17,55,3.25,88,3350,2,20,9.39999962,120,506970.8935,6193022.856
-1,-1,7,22,2.20000005,34,440,3,10,2.4000001,96,506970.8936,6269623.282
1,-1,9,23,3.29999995,38,450,2,23,4,106,506971.2847,6218922.155
3,6,7,59,5.44999981,74,405,3,18,8.60000038,82,507071.3437,6154323.025
-1,0,4,16,1.30999994,97,200,2,13,3.5,65,507152.7069,6296427.528
9,6,8,37,2.75,40,785,4,26,7.9000001,86,507271.405,6132622.43
3,7,11,45,2.75,44,625,3,41,4.5,104,507370.8907,6178922.409
6,8,24,36,6.8499999,58,1250,-2,48,5.80000019,146,507370.9769,6186222.166
-1,-1,19,87,10.5,77,2450,5,73,3.5,164,507371.1268,6246822.181
4,4,9,55,2.04999995,34,450,5,22,2.4000001,76,507371.5773,6138322.815
-1,-1,7,21,22.5,14,1550,6,8,0.80000001,62,507470.475,6287222.607
3,3,14,33,4,23,700,2,30,3.5,112,507571.1277,6199622.74
4,12,12,54,3.3499999,114,450,3,43,5.0999999,116,507571.3661,6183422.404
1,6,10,48,1.35000002,84,280,2,17,5.0999999,80,507670.907,6171122.352
1,0,8,100,7.4000001,92,785,4,19,2.4000001,150,507781.3293,6289814.629
-1,-1,8,45,7.69999981,42,570,3,9,1.5,78,507870.7886,6277222.78
-1,3,7,27,3.25,30,530,2,12,1.60000002,92,507970.5648,6284623.204
-1,3,12,32,2.95000005,27,380,2,39,2.9000001,100,507971.0418,6176122.202
1,5,13,30,2.45000005,34,370,2,32,3.9000001,88,507971.2743,6161622.976
1,-1,4,18,4.0999999,24,380,-2,6,1.5,70,508170.857,6268122.768
-1,7,8,32,7.3499999,48,600,3,17,2.79999995,118,508170.8967,6255222.833
6,6,9,41,2.1500001,40,305,2,22,1.5,66,508171.3706,6130623.058
1,5,14,36,2.5,44,750,3,36,6,88,508271.1013,6168622.703
2,2,17,25,4.5,22,2750,2,56,2.4000001,124,508271.2152,6252822.058
3,-1,9,30,3.29999995,38,555,-2,25,5,96,508271.4167,6227022.888
2,5,9,34,2.25,27,340,-2,22,4.0999999,78,508271.588,6140423.064
-1,0,3,13,2.30999994,34,475,2,8,3,62,508382.399,6292865.902
1,4,16,67,3.25,47,370,5,25,15,90,508571.4854,6165922.214
4,9,4,54,3.29999995,96,425,2,19,52,102,508671.0748,6157322.914
4,6,9,47,2,36,415,4,26,3.5,84,508871.2059,6142922.619
2,5,6,11,1.70000005,44,910,-2,12,0.5,38,509071.1403,6172022.082
3,1,9,18,1.54999995,14,310,-2,24,2.20000005,56,509371.2292,6183222.279
1,-1,13,24,2.9000001,30,450,3,21,3.9000001,92,509471.4967,6217622.538
-1,6,10,39,2.4000001,54,835,4,15,3.5999999,86,509570.8923,6236222.49
3,6,21,30,3.25,27,960,2,43,2.9000001,106,509571.122,6192622.741
1,3,13,26,2.54999995,27,310,3,38,8.80000019,110,509571.3204,6189422.934
-1,8,25,32,6.1500001,60,6350,5,27,3.5999999,110,509671.0406,6185422.027
-1,3,11,23,2.79999995,18,1000,3,25,6.80000019,96,509871.3869,6212522.483
